id	Term	Description	Source	XRef	Comment (source)	Comment (SCDO)	Exact Syn	Broad Syn	Related Syn	Narrow Syn
SCDO:0000099	Bacterial Endocarditis	"'Infective endocarditis (IE) is defined as an infection of the endocardial surface of the heart, which may include one or more heart valves, the mural endocardium, or a septal effect. [Curator team: []]'"		HP:0006689		Check and show which source was used for the description and whether the description was adapted from the source. -- Provide source for additional info.	Infective endocarditis			
SCDO:0000099	Bacterial Endocarditis			HP:0006689						
SCDO:0000099	Bacterial Endocarditis			HP:0006689						
SCDO:0000100	Bacterial Infection	"'An acute infectious disorder caused by gram positive or gram negative bacteria. Representative examples include pneumococcal, streptococcal, salmonella and meningeal infections. [Curator team: []]'"	http://bioportal.bioontology.org/ontologies/NCIT/?p=classes&conceptid=http%3A%2F%2Fncicb.nci.nih.gov%2Fxml%2Fowl%2FEVS%2FThesaurus.owl%23C2890	C2890		Remove if subclasses not added below this. -- Perhaps use as Disease Modifier?				
SCDO:0000102	Beck Anxiety Inventory (BAI)	'The BAI is the most widely used instument for measuring anxiety. It consists of 21 items to assess how bothersome a symptom of anxiety has been for the subject over the past month. Scoring the BAI is based on a 0-3 point scale with higher scores indicating severity. [Curator team: []]'				Check and show which source was used for the description and whether the description was adapted from the source.	BAI			
SCDO:0000102	Beck Anxiety Inventory (BAI)						Beck Anxiety Inventory			
SCDO:0000103	Beck Depression Inventory-II (BDI-II)	"'The BDI-II is the most widely used instrument for measuring depression. It consists of 21 items to assess the intensity of depression in clinical and normal patients. Each item is a list of four statements arranged in increasing severity about a particular symptom of depression, and rated on a scale of 0 to 3. [Curator team: []]'"				Check and show which source was used for the description and whether the description was adapted from the source.	BDI-II			
SCDO:0000103	Beck Depression Inventory-II (BDI-II)						Beck Depression Inventory-II			
SCDO:0000104	Behavior Rating Inventory of Executive Function	'The Behavior Rating Inventory of Executive Function (BRIEF) is a detailed questionnaire designed to assess executive function behaviors of children and adolescents in the school and home environments. The BRIEF is completed by parents and teachers and is a proprietary instrument available online from PAR at www4.parinc.com. [Curator team: []]'	http://www.phenxtoolkit.org/index.php?pageLink=browse.protocoldetails&id=131102	PX131102			BRIEF			
SCDO:0000105	Behavioral Abnormality	"'An abnormality of mental functioning including various affective, behavioural, cognitive and perceptual abnormalities. [Curator team: []]'"	http://purl.obolibrary.org/obo/HP_0000708	HP:0000708		"This term was changed from ""Mental Health"" to the HPO term ""Behavioral Abnormality"". The sub-class ""Developmental Delay"" was moved below the new ""Neurodevelopmental Abnormality"" class."	Behavioral Changes			
SCDO:0000105	Behavioral Abnormality			HP:0000708			Behavioral Disorders			
SCDO:0000105	Behavioral Abnormality			HP:0000708			Behavioral Disturbances			
SCDO:0000105	Behavioral Abnormality						Behavioral Problems			
SCDO:0000105	Behavioral Abnormality						Behavioral Symptoms			
SCDO:0000105	Behavioral Abnormality						Behavioral/Psychiatric Abnormalities			
SCDO:0000105	Behavioral Abnormality						Behavioural/Psychiatric Abnormality			
SCDO:0000105	Behavioral Abnormality						Psychiatric Disorders			
SCDO:0000105	Behavioral Abnormality						Psychiatric Disturbances			
SCDO:0000106	Behavioural	'The actions or reactions of a person in response to a situation or stimuli. [Curator team: []]'					Behaviour			
SCDO:0000107	Beliefs About Causes of Illness	"'The relating of causes to the effects they produce. Causes are termed necessary when they must always precede an effect and sufficient when they initiate or produce an effect. Any of several factors may be associated with the potential disease causation or outcome, including predisposing factors, enabling factors, precipitating factors, reinforcing factors, and risk factors. [Curator team: []]'"	http://purl.bioontology.org/ontology/MESH/D015984	MESH:D015984		"Description needs to be modified, as it is actually the description for the term ""Causality""."	Beliefs about Causality			
SCDO:0000108	Beliefs About Remedies and Treatment	'A collective cultural expression for all behavior patterns acquired and socially transmitted through symbols regarding healing. [Curator team: []]'	http://www.ncbi.nlm.nih.gov/mesh/68003469	MESH:D003469			"Background, Cultural"			
SCDO:0000108	Beliefs About Remedies and Treatment						"Backgrounds, Cultural"			
SCDO:0000108	Beliefs About Remedies and Treatment						Belief			
SCDO:0000108	Beliefs About Remedies and Treatment						Beliefs			
SCDO:0000108	Beliefs About Remedies and Treatment						Cultural Background			
SCDO:0000108	Beliefs About Remedies and Treatment						Cultural Backgrounds			
SCDO:0000108	Beliefs About Remedies and Treatment						Cultures			
SCDO:0000108	Beliefs About Remedies and Treatment						Custom			
SCDO:0000108	Beliefs About Remedies and Treatment						Customs			
SCDO:0000110	Beta Plus Thalassemia	'A beta-thalassemia caused by the reduced (beta+) synthesis of the beta globin chains of the hemoglobin (Hb) tetramer. [Curator team: []]'	"A. Cao and R. Galanello, ""Beta Thalassemia"", Genetics in Medicine, Vol. 12, No. 2, 2010, pp. 61 76. doi:10.1097/GIM.0b013e3181cd68ed"				Beta + Thalassemia			
SCDO:0000110	Beta Plus Thalassemia						Beta Plus-Thalassemia			
SCDO:0000110	Beta Plus Thalassemia						Beta+ Thalassemia			
SCDO:0000110	Beta Plus Thalassemia						Beta-Plus-Thalassemia			
SCDO:0000111	Beta Thalassemia	"'A thalassemia characterized by the reduced (beta plus) or absent (beta zero) synthesis of the beta globin chains of hemoglobin, resulting in variable outcomes ranging from severe anemia to clinically asymptomatic individuals. [Curator team: []]'"	http://en.wikipedia.org/wiki/Beta_thalassemia	DOID:12241			Beta Thalassemias			
SCDO:0000111	Beta Thalassemia		http://purl.obolibrary.org/obo/DOID_12241	DOID:12241			Beta Type Thalassemia			
SCDO:0000111	Beta Thalassemia		"A. Cao and R. Galanello, ""Beta Thalassemia"", Genetics in Medicine, Vol. 12, No. 2, 2010, pp. 61 76. doi:10.1097/GIM.0b013e3181cd68ed"	DOID:12241			Beta-Thalassemia			
SCDO:0000111	Beta Thalassemia						Beta-Thalassemias			
SCDO:0000111	Beta Thalassemia						Hemoglobin F Disease			
SCDO:0000111	Beta Thalassemia						Mediterranean Anemia			
SCDO:0000112	Beta Thalassemia Intermedia	'A homozygous (B+/B+) or compound heterozygous (B0/B+) form of beta-thalassemia characterized by mild to moderate anemia which does not or only occasionally requires transfusion. [Curator team: []]'	http://www.orpha.net/consor4.01/www/cgi-bin/Disease_Search.php?lng=EN&data_id=19172&Disease_Disease_Search_diseaseGroup=231222&Disease_Disease_Search_diseaseType=ORPHA&Disease(s)/group%20of%20diseases=Beta-thalassemia-intermedia&title=Beta-thalassemia-intermedia&search=Disease_Search_Simple	ORPHA:231222			B+/B+			
SCDO:0000112	Beta Thalassemia Intermedia						B0/B+			
SCDO:0000112	Beta Thalassemia Intermedia						Beta-Thalassemia Intermedia			
SCDO:0000112	Beta Thalassemia Intermedia						Thalassemia Intermedia			
SCDO:0000113	Beta Thalassemia Major	'A homozygous form of beta-thalassemia characterized by mild to moderate anemia which does not or only occasionally requires transfusion. [Curator team: []]'	http://en.wikipedia.org/wiki/Beta_thalassemia	ORPHA:231214			B0/B0			
SCDO:0000113	Beta Thalassemia Major		http://www.orpha.net/consor4.01/www/cgi-bin/Disease_Search.php?lng=EN&data_id=19171&Disease_Disease_Search_diseaseGroup=231214&Disease_Disease_Search_diseaseType=ORPHA&Disease(s)/group%20of%20diseases=Beta-thalassemia-major&title=Beta-thalassemia-major&search=Disease_Search_Simple				Beta-Thalassemia Major			
SCDO:0000113	Beta Thalassemia Major						Cooley Anemia			
SCDO:0000113	Beta Thalassemia Major						Cooley's Anemia			
SCDO:0000113	Beta Thalassemia Major						Mediterranean anemia			
SCDO:0000113	Beta Thalassemia Major						Thalassemia Major			
SCDO:0000114	Beta Thalassemia Trait	'The inheritance of only one mutated beta-globin allele (beta+ or beta0). [Curator team: []]'	http://en.wikipedia.org/wiki/Beta_thalassemia			"This term is a sub-class of ""Hemoglobin Trait"" and of ""Clinical Phenotype of Beta-Thalassemia""."	B+/B			
SCDO:0000114	Beta Thalassemia Trait						B0/B			
SCDO:0000114	Beta Thalassemia Trait						Beta-Thalassemia Trait			
SCDO:0000114	Beta Thalassemia Trait						Heterozygosity for Beta-Thalassemia			
SCDO:0000114	Beta Thalassemia Trait						Heterozygous Beta-Thalassemia			
SCDO:0000114	Beta Thalassemia Trait						Thalassemia Minor			
SCDO:0000115	Beta zero thalassemia	"'Beta-zero thalassemia is a form of beta-thalassemia in which beta-globin chain synthesis is absent. The clinical phenotype is often that transfusion-dependant thalassemia major, however modifying factors may ameliorate the symptoms of severe anemia (Cao & Gallanelo, 2010).'"	"A. Cao and R. Galanello, ""Beta Thalassemia"", Genetics in Medicine, Vol. 12, No. 2, 2010, pp. 61 76. doi:10.1097/GIM.0b013e3181cd68ed"				Beta 0 Thalassemia			
SCDO:0000115	Beta zero thalassemia						Beta Zero-Thalassemia			
SCDO:0000115	Beta zero thalassemia						Beta-Zero-Thalassemia			
SCDO:0000115	Beta zero thalassemia						Beta0 Thalassemia			
SCDO:0000115	Beta zero thalassemia						Hb Beta Zero-Thalassemia			
SCDO:0000115	Beta zero thalassemia						Hb F only			
SCDO:0000116	Beta-Globins	"'Members of the beta-globin family. In humans, they are encoded in a gene cluster on chromosome 11. They include epsilon-globin, gamma-globin, delta-globin and beta-globin. There is also a pseudogene of beta (theta-beta) in the gene cluster. Adult hemoglobin is comprised of two alpha globin chains and two beta-globin chains. [Curator team: []]'"	http://purl.bioontology.org/ontology/MESH/D055544	MESH:D055544						
SCDO:0000117	Beta-Globin Haplotype	'Defined arrays of polymorphic gene sites that are inherited together across the genetic vicinity of the beta-globin gene or gene cluster on chromosome 11. [Curator team: []]'	"Nagel, et. al. NEngl J Med. 1985 Apr 4;312(14):880-4"				Beta-S haplotypes			
SCDO:0000117	Beta-Globin Haplotype						Beta-haplotypes;			
SCDO:0000117	Beta-Globin Haplotype						HbS haplotypes			
SCDO:0000117	Beta-Globin Haplotype						β-globin haplotype			
SCDO:0000117	Beta-Globin Haplotype						βS haplotype			
SCDO:0000118	Biconcave Vertebral Bodies	"'Exaggerated concavity of the anterior or posterior surface of the vertebral body, i.e., the upper and lower vertebral endplates are hollowed inward. [Curator team: []]'"		HP:0004586		Check and show which source was used for the description and whether the description was adapted from the source. -- Provide source for additional info.	Biconcave Vertebrae			
SCDO:0000118	Biconcave Vertebral Bodies			HP:0004586			Fish Mouth Deformity			
SCDO:0000118	Biconcave Vertebral Bodies			HP:0004586			Fish Vertebrae			
SCDO:0000118	Biconcave Vertebral Bodies						Step Vertebrae			
SCDO:0000119	Bilirubin Blood Test	"'A bioassay to measure levels of bilirubin, a yellow substance found in bile produced when the liver breaks down old red blood cells. [Curator team: []]'"	http://www.phenxtoolkit.org/index.php?pageLink=browse.protocols&filter=1&id=810900	PX810900						
SCDO:0000119	Bilirubin Blood Test									
SCDO:0000119	Bilirubin Blood Test									
SCDO:0000119	Bilirubin Blood Test									
SCDO:0000119	Bilirubin Blood Test									
SCDO:0000119	Bilirubin Blood Test									
SCDO:0000119	Bilirubin Blood Test									
SCDO:0000120	Biochemical Assay	"'An analytical in vitro procedure used to detect, quantify and/or study the binding or activity of a biological molecule, such as an enzyme. [Curator team: []]'"	http://www.nature.com/subjects/biochemical-assays							
SCDO:0000122	Biological Disease Modifier	"'A biological factor that modifies one or more aspects of sickle cell disease (SCD) (such as temporal pattern, age of onset and mortality) for specific phenotype(s) in the Phenotype class. [Curator team: []]'"								
SCDO:0000123	Birthplace	'The country in which the respondent was born. [Curator team: []]'	http://www.phenxtoolkit.org/index.php?pageLink=browse.protocols&id=010200				Place of Birth			
SCDO:0000124	Birthplace of Biological Father	The country in which the respondent's biological father was born. [Curator team: []]								
SCDO:0000125	Birthplace of Biological Mother	The country in which the respondent's biological mother was born. [Curator team: []]								
SCDO:0000126	Birthplace of Grandparents	The country or countires in which the respondent's biological grandparents were born. [Curator team: []]	http://www.phenxtoolkit.org/index.php?pageLink=browse.protocols&id=010400							
SCDO:0000127	Birthplace of Maternal Grandfather	The country in which the respondent's biological maternal (on the mother's side of the family) grandfather was born. [Curator team: []]								
