id	Term	in guideline
SCDO:0002106	Splenic Infarction	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0002106	Splenic Infarction	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0008484	Epilepsy	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0008484	Epilepsy	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0008484	Epilepsy	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0005167	Chronic Anemia	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0005167	Chronic Anemia	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0005167	Chronic Anemia	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0005167	Chronic Anemia	Management of Children with Sickle Cell Disease in Europe: Current Situation and Future Perspectives
SCDO:0005167	Chronic Anemia	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0005167	Chronic Anemia	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0005167	Chronic Anemia	Evidence-Based Management of Sickle Cell Disease
SCDO:0005167	Chronic Anemia	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0005167	Chronic Anemia	ENERCA Clinical Recommendations for Disease Management and Prevention of Complications of Sickle Cell Disease in Children
SCDO:0005167	Chronic Anemia	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0009445	Renal Papillary Necrosis	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0009445	Renal Papillary Necrosis	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0009445	Renal Papillary Necrosis	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0009445	Renal Papillary Necrosis	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0009445	Renal Papillary Necrosis	Evidence-Based Management of Sickle Cell Disease
SCDO:0009445	Renal Papillary Necrosis	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0009445	Renal Papillary Necrosis	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0008062	Hepatitis B Vaccine	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0008062	Hepatitis B Vaccine	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0008062	Hepatitis B Vaccine	A Parental Guide to Managing Sickle Cell Disease
SCDO:0008062	Hepatitis B Vaccine	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0006790	Antibiotic Prophylaxis	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0006790	Antibiotic Prophylaxis	Management of Children with Sickle Cell Disease in Europe: Current Situation and Future Perspectives
SCDO:0006790	Antibiotic Prophylaxis	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0006790	Antibiotic Prophylaxis	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0006790	Antibiotic Prophylaxis	Evidence-Based Management of Sickle Cell Disease
SCDO:0006790	Antibiotic Prophylaxis	A Parental Guide to Managing Sickle Cell Disease
SCDO:0006790	Antibiotic Prophylaxis	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0006790	Antibiotic Prophylaxis	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0004190	Amitriptyline	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0004190	Amitriptyline	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0006467	Duloxetine	ENERCA Clinical Recommendations for Disease Management and Prevention of Complications of Sickle Cell Disease in Children
SCDO:0007493	Gabapentin	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0007493	Gabapentin	ENERCA Clinical Recommendations for Disease Management and Prevention of Complications of Sickle Cell Disease in Children
SCDO:0008454	Pregabalin	ENERCA Clinical Recommendations for Disease Management and Prevention of Complications of Sickle Cell Disease in Children
SCDO:0009656	Respiratory Distress	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0009656	Respiratory Distress	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0009656	Respiratory Distress	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0009656	Respiratory Distress	Evidence-Based Management of Sickle Cell Disease
SCDO:0009656	Respiratory Distress	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0009656	Respiratory Distress	ENERCA Clinical Recommendations for Disease Management and Prevention of Complications of Sickle Cell Disease in Children
SCDO:0009656	Respiratory Distress	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0004183	Hypoxia	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0004183	Hypoxia	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0004183	Hypoxia	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0004183	Hypoxia	Management of Children with Sickle Cell Disease in Europe: Current Situation and Future Perspectives
SCDO:0004183	Hypoxia	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0004183	Hypoxia	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0004183	Hypoxia	Evidence-Based Management of Sickle Cell Disease
SCDO:0004183	Hypoxia	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0004183	Hypoxia	ENERCA Clinical Recommendations for Disease Management and Prevention of Complications of Sickle Cell Disease in Children
SCDO:0004183	Hypoxia	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0001851	Tachycardia	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0001851	Tachycardia	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0001851	Tachycardia	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0006222	Pulmonary Consolidation	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0006222	Pulmonary Consolidation	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0006222	Pulmonary Consolidation	Evidence-Based Management of Sickle Cell Disease
SCDO:0009350	Splenic Sequestration	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0009350	Splenic Sequestration	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0009350	Splenic Sequestration	Management of Children with Sickle Cell Disease in Europe: Current Situation and Future Perspectives
SCDO:0009350	Splenic Sequestration	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0009350	Splenic Sequestration	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0009350	Splenic Sequestration	Evidence-Based Management of Sickle Cell Disease
SCDO:0009350	Splenic Sequestration	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0009350	Splenic Sequestration	ENERCA Clinical Recommendations for Disease Management and Prevention of Complications of Sickle Cell Disease in Children
SCDO:0009350	Splenic Sequestration	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0005287	Splenomegaly	ENERCA Clinical Recommendations for Disease Management and Prevention of Complications of Sickle Cell Disease in Children
SCDO:0005287	Splenomegaly	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0005287	Splenomegaly	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0005287	Splenomegaly	Management of Children with Sickle Cell Disease in Europe: Current Situation and Future Perspectives
SCDO:0005287	Splenomegaly	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0005287	Splenomegaly	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0005287	Splenomegaly	ENERCA Clinical Recommendations for Disease Management and Prevention of Complications of Sickle Cell Disease in Children
SCDO:0005287	Splenomegaly	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0001272	Reticulocytosis	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0001272	Reticulocytosis	A Parental Guide to Managing Sickle Cell Disease
SCDO:0001423	Reticulocytopenia	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0009664	Abdominal Vaso-Occlusive Crisis	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0009664	Abdominal Vaso-Occlusive Crisis	Management of Children with Sickle Cell Disease in Europe: Current Situation and Future Perspectives
SCDO:0009664	Abdominal Vaso-Occlusive Crisis	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0004078	Girdle Syndrome	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0004078	Girdle Syndrome	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0006461	Acutely Severe Anemia	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0005247	IV fluids	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0005247	IV fluids	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0005247	IV fluids	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0008927	Acute Cholecystitis	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0008927	Acute Cholecystitis	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0008927	Acute Cholecystitis	Evidence-Based Management of Sickle Cell Disease
SCDO:0008927	Acute Cholecystitis	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0008927	Acute Cholecystitis	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0009201	Chronic Cholecystitis	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0009201	Chronic Cholecystitis	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0002912	Metronidazole	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0002912	Metronidazole	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0002381	Amoxycillin	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0001259	Gentamicin	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0009774	Intrahepatic Cholestasis	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0009774	Intrahepatic Cholestasis	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0009774	Intrahepatic Cholestasis	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0009774	Intrahepatic Cholestasis	Evidence-Based Management of Sickle Cell Disease
SCDO:0009774	Intrahepatic Cholestasis	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0001415	Chronic Pain	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0001415	Chronic Pain	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0001415	Chronic Pain	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0001415	Chronic Pain	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0001415	Chronic Pain	Evidence-Based Management of Sickle Cell Disease
SCDO:0001415	Chronic Pain	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0001415	Chronic Pain	ENERCA Clinical Recommendations for Disease Management and Prevention of Complications of Sickle Cell Disease in Children
SCDO:0001415	Chronic Pain	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0004576	Chronic Hypersplenism	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0004576	Chronic Hypersplenism	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0008046	Hyposthenuria	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0008046	Hyposthenuria	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0008046	Hyposthenuria	Management of Children with Sickle Cell Disease in Europe: Current Situation and Future Perspectives
SCDO:0008046	Hyposthenuria	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0008046	Hyposthenuria	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0008046	Hyposthenuria	Evidence-Based Management of Sickle Cell Disease
SCDO:0008046	Hyposthenuria	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0001511	Renal Medullary Carcinoma	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0001511	Renal Medullary Carcinoma	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0001511	Renal Medullary Carcinoma	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0001511	Renal Medullary Carcinoma	Evidence-Based Management of Sickle Cell Disease
SCDO:0001511	Renal Medullary Carcinoma	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0006847	Aplastic Crisis	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0006847	Aplastic Crisis	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0006847	Aplastic Crisis	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0006847	Aplastic Crisis	Management of Children with Sickle Cell Disease in Europe: Current Situation and Future Perspectives
SCDO:0006847	Aplastic Crisis	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0006847	Aplastic Crisis	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0006847	Aplastic Crisis	Evidence-Based Management of Sickle Cell Disease
SCDO:0006847	Aplastic Crisis	A Parental Guide to Managing Sickle Cell Disease
SCDO:0006847	Aplastic Crisis	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0001436	Oxygen Therapy	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0001436	Oxygen Therapy	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0001436	Oxygen Therapy	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0007744	Urinary Tract Infection	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0007744	Urinary Tract Infection	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0007744	Urinary Tract Infection	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0007744	Urinary Tract Infection	Evidence-Based Management of Sickle Cell Disease
SCDO:0007744	Urinary Tract Infection	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0007744	Urinary Tract Infection	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0007438	Bone Marrow Hyperplasia	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0005864	Megaloblastic Anemia	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0005864	Megaloblastic Anemia	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0005864	Megaloblastic Anemia	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0005864	Megaloblastic Anemia	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0002870	Ischemic Cholitis	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0004187	Hemolytic Crisis	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0004187	Hemolytic Crisis	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0002067	Septic Arthritis	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0002067	Septic Arthritis	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0002067	Septic Arthritis	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0002067	Septic Arthritis	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0002710	Left Ventricular Dysfunction	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0002710	Left Ventricular Dysfunction	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0002710	Left Ventricular Dysfunction	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0002710	Left Ventricular Dysfunction	Evidence-Based Management of Sickle Cell Disease
SCDO:0007991	Myocardial Infarction	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0007991	Myocardial Infarction	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0007991	Myocardial Infarction	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0003119	Erythromycin	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0003119	Erythromycin	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0003119	Erythromycin	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0003119	Erythromycin	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0003119	Erythromycin	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0003119	Erythromycin	A Parental Guide to Managing Sickle Cell Disease
SCDO:0003119	Erythromycin	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0003119	Erythromycin	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0006120	Meningococcal Conjugate Vaccine MCV4	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0006120	Meningococcal Conjugate Vaccine MCV4	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0006120	Meningococcal Conjugate Vaccine MCV4	Evidence-Based Management of Sickle Cell Disease
SCDO:0006120	Meningococcal Conjugate Vaccine MCV4	ENERCA Clinical Recommendations for Disease Management and Prevention of Complications of Sickle Cell Disease in Children
SCDO:0006120	Meningococcal Conjugate Vaccine MCV4	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0001604	Steady State	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0001604	Steady State	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0001604	Steady State	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0001604	Steady State	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0001604	Steady State	Evidence-Based Management of Sickle Cell Disease
SCDO:0001604	Steady State	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0001604	Steady State	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0006909	Hyper-Hemolytic Crisis	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0007198	Gastroenteritis	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0007198	Gastroenteritis	A Parental Guide to Managing Sickle Cell Disease
SCDO:0005758	Pyelonephritis	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0005758	Pyelonephritis	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0008625	Right Upper Quadrant Syndrome	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0005490	Bronchiolitis	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0005335	Antipyretic	Management of Sickle Cell Disease - The United Republic of Tanzania
SCDO:0005335	Antipyretic	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0005335	Antipyretic	A Parental Guide to Managing Sickle Cell Disease
SCDO:0005335	Antipyretic	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0008553	Syncope	National Guideline for the Control and Management of Sickle Cell Disease
SCDO:0008553	Syncope	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0008553	Syncope	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0008553	Syncope	Evidence-Based Management of Sickle Cell Disease
SCDO:0009619	Arrhythmia	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0009619	Arrhythmia	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0009619	Arrhythmia	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0009619	Arrhythmia	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:1000376	Osteonecrosis of the Humeral Head	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:1000376	Osteonecrosis of the Humeral Head	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:1000376	Osteonecrosis of the Humeral Head	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0008037	Acute Symptomatic Seizure	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0005226	Spinal Cord Infarction	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0005226	Spinal Cord Infarction	Evidence-Based Management of Sickle Cell Disease
SCDO:0007836	Posterior Reversible Leukoencephalopathy	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0006833	Moyamoya Disease	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0006833	Moyamoya Disease	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0006833	Moyamoya Disease	Evidence-Based Management of Sickle Cell Disease
SCDO:0006833	Moyamoya Disease	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
SCDO:0008937	Central Retinal Artery Occlusion	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0008937	Central Retinal Artery Occlusion	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0008937	Central Retinal Artery Occlusion	Evidence-Based Management of Sickle Cell Disease
SCDO:0008937	Central Retinal Artery Occlusion	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0004833	Microscopic Hematuria	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0004833	Microscopic Hematuria	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0008145	Macroscopic Hematuria	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0008145	Macroscopic Hematuria	Sickle Cell Disease in Children, Standards and Guidelines for Clinic Care
SCDO:0008273	Cardiomegaly	Management of Children with Sickle Cell Disease in Europe: Current Situation and Future Perspectives
SCDO:0008273	Cardiomegaly	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0005464	Myocardial Ischemia	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0005464	Myocardial Ischemia	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0002771	Hyperviscosity	Recommendations for the Management of Sickle Cell Disease in South Africa
SCDO:0002771	Hyperviscosity	Sickle Cell Disease: The Clinical Care Guidelines of the Sickle Cell Unit
SCDO:0002771	Hyperviscosity	Consensus Statement on the Care of Patients with Sickle Cell Disease in Canada
SCDO:0002771	Hyperviscosity	Evidence-Based Management of Sickle Cell Disease
SCDO:0002771	Hyperviscosity	Standards for Clinical Care of Adults with Sickle Cell Disease in the UK
